stride_lines	stride_bytes	train_step	avg_ns
25	1600	33	83
25	1600	28	81
25	1600	19	81
25	1600	14	84
25	1600	30	85
25	1600	40	86
25	1600	12	86
25	1600	32	84
25	1600	1	208
25	1600	29	86
25	1600	21	88
25	1600	36	86
25	1600	8	89
25	1600	6	89
25	1600	3	183
25	1600	2	216
25	1600	9	84
25	1600	34	84
25	1600	37	82
25	1600	26	83
25	1600	25	83
25	1600	24	87
25	1600	10	88
25	1600	18	87
34	2176	17	219
34	2176	39	209
34	2176	5	157
34	2176	27	149
34	2176	35	84
34	2176	7	84
34	2176	13	127
34	2176	23	86
34	2176	31	87
34	2176	4	85
34	2176	22	158
34	2176	15	204
34	2176	11	204
34	2176	16	244
34	2176	20	206
34	2176	38	175
34	2176	33	198
34	2176	28	206
34	2176	19	216
34	2176	14	205
34	2176	30	194
34	2176	40	237
34	2176	12	213
34	2176	32	181
34	2176	1	168
34	2176	29	169
34	2176	21	242
34	2176	36	180
34	2176	8	89
34	2176	6	86
34	2176	3	84
34	2176	2	88
34	2176	9	110
34	2176	34	89
34	2176	37	100
34	2176	26	99
34	2176	25	217
34	2176	24	206
34	2176	10	181
34	2176	18	210
10	640	17	84
10	640	39	83
10	640	5	85
10	640	27	83
10	640	35	83
10	640	7	85
10	640	13	83
10	640	23	84
10	640	31	85
10	640	4	212
10	640	22	83
10	640	15	84
10	640	11	84
10	640	16	82
10	640	20	82
10	640	38	82
10	640	33	81
10	640	28	81
10	640	19	81
10	640	14	80
10	640	30	81
10	640	40	82
10	640	12	82
10	640	32	83
10	640	1	251
10	640	29	83
10	640	21	83
10	640	36	81
10	640	8	82
10	640	6	82
10	640	3	84
10	640	2	174
10	640	9	82
10	640	34	81
10	640	37	82
10	640	26	84
10	640	25	83
10	640	24	83
10	640	10	87
10	640	18	82
50	3200	17	166
50	3200	39	208
50	3200	5	176
50	3200	27	86
50	3200	35	87
50	3200	7	85
50	3200	13	114
50	3200	23	84
50	3200	31	126
50	3200	4	173
50	3200	22	177
50	3200	15	176
50	3200	11	197
50	3200	16	208
50	3200	20	225
50	3200	38	171
50	3200	33	84
50	3200	28	154
50	3200	19	192
50	3200	14	206
50	3200	30	177
50	3200	40	275
50	3200	12	226
50	3200	32	213
50	3200	1	231
50	3200	29	210
50	3200	21	244
50	3200	36	215
50	3200	8	190
50	3200	6	221
50	3200	3	211
50	3200	2	225
50	3200	9	227
50	3200	34	239
50	3200	37	178
50	3200	26	85
50	3200	25	84
50	3200	24	87
50	3200	10	159
