competitors	probe_line	offset_bytes	role	avg_ns	prefetched	threshold_ns	probes
94	10	640	predicted	137	no	100	1000
95	10	640	predicted	138	no	100	1000
96	10	640	predicted	133	no	100	1000
97	10	640	predicted	131	no	100	1000
98	10	640	predicted	132	no	100	1000
99	10	640	predicted	134	no	100	1000
100	10	640	predicted	130	no	100	1000
101	10	640	predicted	134	no	100	1000
102	10	640	predicted	131	no	100	1000
103	10	640	predicted	129	no	100	1000
104	10	640	predicted	126	no	100	1000
105	10	640	predicted	127	no	100	1000
106	10	640	predicted	133	no	100	1000
107	10	640	predicted	133	no	100	1000
108	10	640	predicted	144	no	100	1000
109	10	640	predicted	141	no	100	1000
110	10	640	predicted	140	no	100	1000
111	10	640	predicted	140	no	100	1000
112	10	640	predicted	141	no	100	1000
113	10	640	predicted	141	no	100	1000
114	10	640	predicted	140	no	100	1000
115	10	640	predicted	140	no	100	1000
116	10	640	predicted	134	no	100	1000
117	10	640	predicted	133	no	100	1000
118	10	640	predicted	127	no	100	1000
119	10	640	predicted	131	no	100	1000
120	10	640	predicted	126	no	100	1000
121	10	640	predicted	132	no	100	1000
122	10	640	predicted	129	no	100	1000
123	10	640	predicted	141	no	100	1000
124	10	640	predicted	140	no	100	1000
125	10	640	predicted	141	no	100	1000
126	10	640	predicted	140	no	100	1000
127	10	640	predicted	130	no	100	1000
128	10	640	predicted	141	no	100	1000
129	10	640	predicted	135	no	100	1000
130	10	640	predicted	139	no	100	1000
131	10	640	predicted	138	no	100	1000
132	10	640	predicted	136	no	100	1000
133	10	640	predicted	141	no	100	1000
134	10	640	predicted	142	no	100	1000
135	10	640	predicted	142	no	100	1000
136	10	640	predicted	137	no	100	1000
137	10	640	predicted	141	no	100	1000
138	10	640	predicted	133	no	100	1000
139	10	640	predicted	138	no	100	1000
140	10	640	predicted	139	no	100	1000
141	10	640	predicted	140	no	100	1000
142	10	640	predicted	142	no	100	1000
143	10	640	predicted	141	no	100	1000
144	10	640	predicted	141	no	100	1000
145	10	640	predicted	141	no	100	1000
146	10	640	predicted	140	no	100	1000
147	10	640	predicted	141	no	100	1000
148	10	640	predicted	140	no	100	1000
149	10	640	predicted	141	no	100	1000
150	10	640	predicted	137	no	100	1000
151	10	640	predicted	140	no	100	1000
152	10	640	predicted	139	no	100	1000
153	10	640	predicted	136	no	100	1000
154	10	640	predicted	141	no	100	1000
155	10	640	predicted	141	no	100	1000
156	10	640	predicted	139	no	100	1000
157	10	640	predicted	141	no	100	1000
158	10	640	predicted	131	no	100	1000
159	10	640	predicted	139	no	100	1000
160	10	640	predicted	141	no	100	1000
161	10	640	predicted	140	no	100	1000
162	10	640	predicted	140	no	100	1000
163	10	640	predicted	142	no	100	1000
164	10	640	predicted	140	no	100	1000
165	10	640	predicted	142	no	100	1000
166	10	640	predicted	137	no	100	1000
167	10	640	predicted	139	no	100	1000
168	10	640	predicted	139	no	100	1000
169	10	640	predicted	138	no	100	1000
170	10	640	predicted	137	no	100	1000
171	10	640	predicted	131	no	100	1000
172	10	640	predicted	122	no	100	1000
173	10	640	predicted	124	no	100	1000
174	10	640	predicted	135	no	100	1000
175	10	640	predicted	139	no	100	1000
176	10	640	predicted	130	no	100	1000
177	10	640	predicted	130	no	100	1000
178	10	640	predicted	130	no	100	1000
179	10	640	predicted	130	no	100	1000
180	10	640	predicted	134	no	100	1000
181	10	640	predicted	132	no	100	1000
182	10	640	predicted	140	no	100	1000
183	10	640	predicted	132	no	100	1000
184	10	640	predicted	141	no	100	1000
185	10	640	predicted	143	no	100	1000
186	10	640	predicted	141	no	100	1000
187	10	640	predicted	140	no	100	1000
188	10	640	predicted	136	no	100	1000
189	10	640	predicted	140	no	100	1000
190	10	640	predicted	142	no	100	1000
191	10	640	predicted	140	no	100	1000
192	10	640	predicted	139	no	100	1000
193	10	640	predicted	140	no	100	1000
194	10	640	predicted	141	no	100	1000
195	10	640	predicted	140	no	100	1000
196	10	640	predicted	140	no	100	1000
197	10	640	predicted	140	no	100	1000
198	10	640	predicted	140	no	100	1000
199	10	640	predicted	141	no	100	1000
200	10	640	predicted	140	no	100	1000
201	10	640	predicted	140	no	100	1000
202	10	640	predicted	140	no	100	1000
203	10	640	predicted	138	no	100	1000
204	10	640	predicted	131	no	100	1000
205	10	640	predicted	139	no	100	1000
206	10	640	predicted	142	no	100	1000
207	10	640	predicted	134	no	100	1000
208	10	640	predicted	138	no	100	1000
209	10	640	predicted	142	no	100	1000
210	10	640	predicted	141	no	100	1000
211	10	640	predicted	141	no	100	1000
212	10	640	predicted	139	no	100	1000
213	10	640	predicted	135	no	100	1000
214	10	640	predicted	141	no	100	1000
215	10	640	predicted	140	no	100	1000
216	10	640	predicted	136	no	100	1000
217	10	640	predicted	139	no	100	1000
218	10	640	predicted	137	no	100	1000
219	10	640	predicted	139	no	100	1000
220	10	640	predicted	135	no	100	1000
221	10	640	predicted	140	no	100	1000
222	10	640	predicted	140	no	100	1000
223	10	640	predicted	138	no	100	1000
224	10	640	predicted	138	no	100	1000
225	10	640	predicted	131	no	100	1000
226	10	640	predicted	136	no	100	1000
227	10	640	predicted	141	no	100	1000
228	10	640	predicted	141	no	100	1000
229	10	640	predicted	138	no	100	1000
230	10	640	predicted	138	no	100	1000
231	10	640	predicted	138	no	100	1000
232	10	640	predicted	121	no	100	1000
233	10	640	predicted	127	no	100	1000
234	10	640	predicted	132	no	100	1000
235	10	640	predicted	137	no	100	1000
236	10	640	predicted	141	no	100	1000
237	10	640	predicted	133	no	100	1000
238	10	640	predicted	142	no	100	1000
239	10	640	predicted	139	no	100	1000
240	10	640	predicted	138	no	100	1000
241	10	640	predicted	140	no	100	1000
242	10	640	predicted	140	no	100	1000
243	10	640	predicted	140	no	100	1000
244	10	640	predicted	140	no	100	1000
245	10	640	predicted	140	no	100	1000
246	10	640	predicted	136	no	100	1000
247	10	640	predicted	139	no	100	1000
248	10	640	predicted	141	no	100	1000
249	10	640	predicted	140	no	100	1000
250	10	640	predicted	139	no	100	1000
251	10	640	predicted	130	no	100	1000
252	10	640	predicted	138	no	100	1000
253	10	640	predicted	139	no	100	1000
254	10	640	predicted	139	no	100	1000
255	10	640	predicted	139	no	100	1000
256	10	640	predicted	140	no	100	1000
257	10	640	predicted	140	no	100	1000
258	10	640	predicted	140	no	100	1000
259	10	640	predicted	140	no	100	1000
260	10	640	predicted	137	no	100	1000
261	10	640	predicted	139	no	100	1000
262	10	640	predicted	138	no	100	1000
263	10	640	predicted	139	no	100	1000
264	10	640	predicted	140	no	100	1000
265	10	640	predicted	138	no	100	1000
266	10	640	predicted	141	no	100	1000
267	10	640	predicted	139	no	100	1000
268	10	640	predicted	139	no	100	1000
269	10	640	predicted	140	no	100	1000
270	10	640	predicted	133	no	100	1000
271	10	640	predicted	131	no	100	1000
272	10	640	predicted	133	no	100	1000
273	10	640	predicted	128	no	100	1000
274	10	640	predicted	135	no	100	1000
275	10	640	predicted	137	no	100	1000
276	10	640	predicted	133	no	100	1000
277	10	640	predicted	133	no	100	1000
278	10	640	predicted	140	no	100	1000
279	10	640	predicted	138	no	100	1000
280	10	640	predicted	132	no	100	1000
281	10	640	predicted	127	no	100	1000
282	10	640	predicted	137	no	100	1000
283	10	640	predicted	140	no	100	1000
284	10	640	predicted	139	no	100	1000
285	10	640	predicted	138	no	100	1000
286	10	640	predicted	140	no	100	1000
287	10	640	predicted	137	no	100	1000
288	10	640	predicted	137	no	100	1000
289	10	640	predicted	133	no	100	1000
290	10	640	predicted	138	no	100	1000
291	10	640	predicted	141	no	100	1000
292	10	640	predicted	139	no	100	1000
293	10	640	predicted	137	no	100	1000
294	10	640	predicted	137	no	100	1000
295	10	640	predicted	142	no	100	1000
296	10	640	predicted	142	no	100	1000
297	10	640	predicted	138	no	100	1000
298	10	640	predicted	139	no	100	1000
299	10	640	predicted	141	no	100	1000
300	10	640	predicted	140	no	100	1000
301	10	640	predicted	138	no	100	1000
302	10	640	predicted	141	no	100	1000
303	10	640	predicted	139	no	100	1000
304	10	640	predicted	141	no	100	1000
305	10	640	predicted	139	no	100	1000
306	10	640	predicted	141	no	100	1000
307	10	640	predicted	140	no	100	1000
308	10	640	predicted	139	no	100	1000
309	10	640	predicted	140	no	100	1000
310	10	640	predicted	140	no	100	1000
311	10	640	predicted	139	no	100	1000
312	10	640	predicted	139	no	100	1000
313	10	640	predicted	142	no	100	1000
314	10	640	predicted	140	no	100	1000
315	10	640	predicted	141	no	100	1000
316	10	640	predicted	142	no	100	1000
317	10	640	predicted	140	no	100	1000
318	10	640	predicted	138	no	100	1000
319	10	640	predicted	140	no	100	1000
320	10	640	predicted	140	no	100	1000
321	10	640	predicted	139	no	100	1000
322	10	640	predicted	140	no	100	1000
323	10	640	predicted	140	no	100	1000
324	10	640	predicted	141	no	100	1000
325	10	640	predicted	138	no	100	1000
326	10	640	predicted	139	no	100	1000
327	10	640	predicted	138	no	100	1000
328	10	640	predicted	139	no	100	1000
329	10	640	predicted	140	no	100	1000
330	10	640	predicted	138	no	100	1000
331	10	640	predicted	139	no	100	1000
332	10	640	predicted	137	no	100	1000
333	10	640	predicted	139	no	100	1000
334	10	640	predicted	138	no	100	1000
335	10	640	predicted	135	no	100	1000
336	10	640	predicted	139	no	100	1000
337	10	640	predicted	141	no	100	1000
338	10	640	predicted	137	no	100	1000
339	10	640	predicted	140	no	100	1000
340	10	640	predicted	142	no	100	1000
341	10	640	predicted	142	no	100	1000
342	10	640	predicted	143	no	100	1000
343	10	640	predicted	141	no	100	1000
344	10	640	predicted	140	no	100	1000
345	10	640	predicted	140	no	100	1000
346	10	640	predicted	139	no	100	1000
347	10	640	predicted	140	no	100	1000
348	10	640	predicted	139	no	100	1000
349	10	640	predicted	139	no	100	1000
350	10	640	predicted	140	no	100	1000
351	10	640	predicted	140	no	100	1000
352	10	640	predicted	140	no	100	1000
353	10	640	predicted	140	no	100	1000
354	10	640	predicted	139	no	100	1000
355	10	640	predicted	140	no	100	1000
356	10	640	predicted	139	no	100	1000
357	10	640	predicted	141	no	100	1000
358	10	640	predicted	139	no	100	1000
359	10	640	predicted	140	no	100	1000
360	10	640	predicted	141	no	100	1000
361	10	640	predicted	140	no	100	1000
362	10	640	predicted	139	no	100	1000
363	10	640	predicted	141	no	100	1000
364	10	640	predicted	139	no	100	1000
365	10	640	predicted	139	no	100	1000
366	10	640	predicted	137	no	100	1000
367	10	640	predicted	139	no	100	1000
368	10	640	predicted	141	no	100	1000
369	10	640	predicted	140	no	100	1000
370	10	640	predicted	142	no	100	1000
371	10	640	predicted	139	no	100	1000
372	10	640	predicted	139	no	100	1000
373	10	640	predicted	139	no	100	1000
374	10	640	predicted	139	no	100	1000
375	10	640	predicted	135	no	100	1000
376	10	640	predicted	142	no	100	1000
377	10	640	predicted	141	no	100	1000
378	10	640	predicted	140	no	100	1000
379	10	640	predicted	138	no	100	1000
380	10	640	predicted	139	no	100	1000
381	10	640	predicted	138	no	100	1000
382	10	640	predicted	140	no	100	1000
383	10	640	predicted	140	no	100	1000
384	10	640	predicted	140	no	100	1000
385	10	640	predicted	138	no	100	1000
386	10	640	predicted	141	no	100	1000
387	10	640	predicted	131	no	100	1000
388	10	640	predicted	136	no	100	1000
389	10	640	predicted	141	no	100	1000
390	10	640	predicted	141	no	100	1000
391	10	640	predicted	138	no	100	1000
392	10	640	predicted	140	no	100	1000
393	10	640	predicted	136	no	100	1000
394	10	640	predicted	129	no	100	1000
395	10	640	predicted	140	no	100	1000
396	10	640	predicted	141	no	100	1000
397	10	640	predicted	140	no	100	1000
398	10	640	predicted	141	no	100	1000
399	10	640	predicted	141	no	100	1000
400	10	640	predicted	140	no	100	1000
401	10	640	predicted	140	no	100	1000
402	10	640	predicted	142	no	100	1000
403	10	640	predicted	140	no	100	1000
404	10	640	predicted	140	no	100	1000
405	10	640	predicted	129	no	100	1000
406	10	640	predicted	131	no	100	1000
407	10	640	predicted	131	no	100	1000
408	10	640	predicted	137	no	100	1000
409	10	640	predicted	135	no	100	1000
410	10	640	predicted	131	no	100	1000
411	10	640	predicted	139	no	100	1000
412	10	640	predicted	137	no	100	1000
413	10	640	predicted	129	no	100	1000
414	10	640	predicted	127	no	100	1000
415	10	640	predicted	132	no	100	1000
416	10	640	predicted	141	no	100	1000
417	10	640	predicted	139	no	100	1000
418	10	640	predicted	127	no	100	1000
419	10	640	predicted	134	no	100	1000
420	10	640	predicted	141	no	100	1000
421	10	640	predicted	141	no	100	1000
422	10	640	predicted	139	no	100	1000
423	10	640	predicted	139	no	100	1000
424	10	640	predicted	130	no	100	1000
425	10	640	predicted	124	no	100	1000
426	10	640	predicted	124	no	100	1000
427	10	640	predicted	135	no	100	1000
428	10	640	predicted	139	no	100	1000
429	10	640	predicted	140	no	100	1000
430	10	640	predicted	142	no	100	1000
431	10	640	predicted	140	no	100	1000
432	10	640	predicted	141	no	100	1000
433	10	640	predicted	141	no	100	1000
434	10	640	predicted	141	no	100	1000
435	10	640	predicted	140	no	100	1000
436	10	640	predicted	141	no	100	1000
437	10	640	predicted	141	no	100	1000
438	10	640	predicted	141	no	100	1000
439	10	640	predicted	141	no	100	1000
440	10	640	predicted	141	no	100	1000
441	10	640	predicted	135	no	100	1000
442	10	640	predicted	141	no	100	1000
443	10	640	predicted	140	no	100	1000
444	10	640	predicted	139	no	100	1000
445	10	640	predicted	140	no	100	1000
446	10	640	predicted	141	no	100	1000
447	10	640	predicted	140	no	100	1000
448	10	640	predicted	142	no	100	1000
449	10	640	predicted	141	no	100	1000
450	10	640	predicted	140	no	100	1000
451	10	640	predicted	142	no	100	1000
452	10	640	predicted	144	no	100	1000
453	10	640	predicted	142	no	100	1000
454	10	640	predicted	141	no	100	1000
455	10	640	predicted	141	no	100	1000
456	10	640	predicted	140	no	100	1000
457	10	640	predicted	140	no	100	1000
458	10	640	predicted	140	no	100	1000
459	10	640	predicted	141	no	100	1000
460	10	640	predicted	141	no	100	1000
461	10	640	predicted	136	no	100	1000
462	10	640	predicted	140	no	100	1000
463	10	640	predicted	145	no	100	1000
464	10	640	predicted	139	no	100	1000
465	10	640	predicted	139	no	100	1000
466	10	640	predicted	141	no	100	1000
467	10	640	predicted	140	no	100	1000
468	10	640	predicted	139	no	100	1000
469	10	640	predicted	141	no	100	1000
470	10	640	predicted	137	no	100	1000
471	10	640	predicted	140	no	100	1000
472	10	640	predicted	140	no	100	1000
473	10	640	predicted	141	no	100	1000
474	10	640	predicted	140	no	100	1000
475	10	640	predicted	141	no	100	1000
476	10	640	predicted	141	no	100	1000
477	10	640	predicted	141	no	100	1000
478	10	640	predicted	140	no	100	1000
479	10	640	predicted	139	no	100	1000
480	10	640	predicted	140	no	100	1000
481	10	640	predicted	140	no	100	1000
482	10	640	predicted	140	no	100	1000
483	10	640	predicted	139	no	100	1000
484	10	640	predicted	140	no	100	1000
485	10	640	predicted	140	no	100	1000
486	10	640	predicted	140	no	100	1000
487	10	640	predicted	141	no	100	1000
488	10	640	predicted	136	no	100	1000
489	10	640	predicted	140	no	100	1000
490	10	640	predicted	140	no	100	1000
491	10	640	predicted	141	no	100	1000
492	10	640	predicted	140	no	100	1000
493	10	640	predicted	139	no	100	1000
494	10	640	predicted	140	no	100	1000
495	10	640	predicted	139	no	100	1000
496	10	640	predicted	136	no	100	1000
497	10	640	predicted	128	no	100	1000
498	10	640	predicted	131	no	100	1000
499	10	640	predicted	139	no	100	1000
500	10	640	predicted	143	no	100	1000
